BJD,Flux,Flux_err,theta0,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,theta11,theta12,theta13,theta14,theta15,theta16,theta17,theta18,theta19,theta20,theta21,theta22,
2459177.5514669633,1.0003280700986703,0.00041626038322513224,-0.026012734234038944,-0.04235699915304547,0.10921928515392128,0.025663196960497455,-0.05070303914195208,-0.05597326331456418,-0.11927009059387839,0.032532303005727,0.05902226535982005,0.007035245044356588,-0.09307548741017065,0.040925889004939646,-0.03152039692784448,-0.021438115376755676,0.0554381959321247,0.069022009128623,0.08345879671012597,-0.06485791880471785,-0.04021683525804993,-0.002393284612221741,-0.057273163004790496,0.02640310423949103,0.018545749160178066,
2459177.5521616926,1.000594878974064,0.00041703396731843935,-0.0011476085955529633,0.01395666516646223,0.06391499431354385,0.2024778224462557,0.06894121034071524,0.011828448470724949,-0.027861344443912826,0.02569574235340722,-0.06117447347222446,0.052305940072222404,-0.031966678510559204,-0.04329119866290472,0.06639423605585626,0.000663520792172371,0.04893386340472841,-0.017937938729658022,0.05803561290559071,-0.06338390004912703,-0.056320278450857734,-0.013923765900011723,0.014225912895311818,-0.08401712796633459,-0.02120451365339061,
2459177.5528564206,1.0003456004729272,0.00041805562751574945,-0.04292894499826662,0.03857688471994612,0.11556678966041588,0.08006061358404748,-0.002485606533317474,0.05490799558590121,0.10303407129894784,0.06641703872420769,0.0422464830182322,0.14939510339155465,-0.02685801560541223,-0.014993719576544384,-0.02295836367051317,-0.03551072809299893,-0.014777967244153742,0.09136977460980371,0.05747227436220564,-0.06521465789356722,-6.387584740294207e-05,-0.022730219417734225,-0.08825488977774827,-0.0011039964590336473,-0.04355131522811984,
2459177.5535511496,1.0004229522921788,0.000419994993447823,0.037954582967290915,-0.04631906904160474,0.09131593977199239,0.011389929560923545,0.03438578581410084,-0.028392880095085372,-0.005333423345201732,0.09023813659108923,0.02082358328606473,0.08682295587521792,-0.06745466335441197,0.04080515811989414,0.012581062978262657,0.018477674623677477,0.006586199491665931,0.027977581171300038,0.04701108069572122,-0.06448017070370535,-0.04384347902760782,-0.010315265154483715,-0.006618605603731714,-0.018600871110269913,-0.01098838476749866,
2459177.554245867,1.0010003159193255,0.0004252824751454905,0.01131577919162401,-0.0996304136937127,0.1091001950344899,0.012154725512572625,0.03712796391818858,-0.005473797326114911,-0.07980264724705836,0.10175491600365487,0.015977784589490306,-0.0973313180040517,-0.0032370732587280026,0.06774805397169335,0.027899307078680963,0.035783731260127336,-0.09654139383237978,-0.07876096515123,0.013472847198555482,-0.06587196112834494,-0.10703504651534462,-0.005644360169189254,-0.034327663343248556,-0.04925650440098328,-0.045192148103305525,
2459177.5848137904,1.0015333325585023,0.00043091002723859913,0.06316812098625915,-0.07543566826349536,0.017680576252358863,0.020132909458606525,0.05417100964772622,-0.03322368902613479,-0.15252980701482796,0.052349130693246405,-0.020458653382615575,-0.06505805606038034,0.08070133329351806,0.02816093463673449,0.08612753496556698,-0.031942770301118424,-0.032904460372112136,0.001554330787407994,0.04506493746875429,-0.06466023961959498,0.1027083214886178,0.03565882659630232,0.02949539449596296,0.048039494905185644,-0.038014086161646705,
2459177.585508519,1.0007233341127288,0.00041832250510206667,0.07551310251224301,-0.10093551426606934,0.004993910642191914,-0.00958518923288851,0.0549015212284612,-0.027253433080227117,-0.02150597046414378,-0.045166766408532226,0.012464201314696166,-0.08303003755845756,-0.007210286434167716,0.01302884455449479,0.032131242418686215,0.08368127964821831,0.09928604991237625,0.10238018554000897,-0.05728257697542357,-0.06665067315589061,0.009072785356844984,-0.01009452070024188,0.0164342376374059,-0.04681817534925281,0.1702651300846319,
2459177.586203248,0.9992650943796512,0.0004156130637104598,-0.01212237030935399,-0.048920382341141676,-0.04922061537227312,0.013283099268405384,0.15110960379238822,0.11457262228554396,0.018671161091565937,-0.005791647425449637,0.05038100304395656,0.10080939181835077,0.04398001244954079,0.05438097820031816,0.08256782919051481,-0.006877587274834873,0.008429419761202435,0.0374019893605247,0.06458584916905863,-0.05920386956172386,-0.07414608882766392,-0.026833969297564875,0.05988229242050794,-0.07796991707128802,0.013254771037761912,
2459177.5868979646,1.0002829800217736,0.00041565096355462063,0.05384377590501416,-0.04339287268412223,-0.021180147628325156,-0.01381725379489753,0.022743845078121876,0.020535326543017592,0.043680329170549,-0.011410645009599112,-0.018423011068908972,-0.0026972379552104696,-0.06081897404297671,-0.022868657209043297,-0.0068487681817721415,0.015319658550943182,-0.0010209161128672609,0.05871940453586716,0.03763840884555802,-0.06197687082168897,0.0027739247217523615,0.007048445423284901,0.04257827983951642,0.04289334473146979,-0.016444253856132292,
2459177.5875926935,1.000478337850679,0.0004156550182991072,0.06825175002862809,-0.05746697582893277,-0.016104406774220665,-0.0070057968950122855,0.04059401810055364,-0.025732562305344295,-0.006119635740366102,-0.05007934732848853,0.005863687497751291,0.03395593301300165,0.06181378160248952,0.028634794757393618,0.03403085639005438,0.02994684870997002,0.17734212307817893,0.05246558953930115,0.01349593817914469,-0.0660950147128384,-0.07038767562808282,-0.05473684005604611,-0.008732132793863616,0.030413487487267805,0.018996755928243025,
2459177.588287422,1.0005724856938185,0.0004156058967664253,-0.011026353532393646,-0.0058248804538364035,-0.07322054631607744,0.11590343873546533,0.08739572747433434,0.03813752527057524,0.08774813054428023,0.026428116723501895,-0.08848615188729998,-0.03789267123637842,0.05683450559160566,0.1332448102455639,0.031334515556957716,0.099352848497092,0.018081596860460382,0.02325536088942586,0.04744572579259173,-0.059386731742197635,0.04788696054466222,-0.0624215931915789,0.09296024652731669,-0.0615188159324906,0.005582139783281902,
2459177.5889821504,1.0005988434287723,0.00041558275815973406,0.055196193383153895,0.026800312170380005,0.0145836954192187,0.05000630165920692,0.025191565780669833,0.028993436066672616,0.05552594981744504,0.04198481352530101,0.027584123332309224,-0.07796214134751267,-0.002979522691343276,0.011720322988519334,-0.030505156785533314,0.060894838783622784,0.015822693630210174,-0.0193314293300397,0.003400345931764496,-0.06722195174653522,-0.06868621153665798,0.08359709491960747,0.02622998200924705,-0.0486356710825397,-0.0717161739554509,
2459177.589676868,1.0000581170957046,0.00041544316332033977,-0.035289313594871696,0.04020159345230665,-0.014471115252814734,0.10381675057589859,-0.015190653410890353,-0.06911298126787144,-0.038232206792446474,0.0031610122568826297,0.07485851860479328,0.048832584739498947,0.12026626807589326,0.03779167586564639,-0.07165484140714125,-0.026069593580684954,0.03865161335631578,0.04104549811381684,0.0519334321078297,-0.06134015014464388,-0.051748333348979575,-0.05729592270114484,-0.09239241540041493,0.0008294520222188635,0.058439127743092616,
